Absolute performance profile for SolverTime
Filter: within 1.0% of known optimal value and not failed
            sbbNC  couenneNCcbc  SHOTcpx1910  baronNC  aecpNC  bbbNCcbc  gurobi  scipNCsoplex  SHOTcbc1910  dicoptNC  antigoneNC  lglobal  SHOTgur2310  virt. best  virt. worst
0.005000        0             6            0        0       0         0       0             9            0         7          53        4            0          56            0
0.096009        0            24           14       38       4        24      30            26            6        48          54       19           27          90            0
0.187017       36            29           33       48       7        30      34            36           14        65          54       23           46         116            1
0.278026       46            32           41       51      13        36      45            39           17        71          54       28           55         125            2
0.369034       55            36           47       55      16        38      56            41           20        73          54       35           59         132            2
0.460043       61            37           49       60      18        42      68            42           22        74          54       40           75         136            3
0.551052       65            37           50       65      22        44      73            45           22        74          54       45           81         139            3
0.642060       66            38           54       69      25        46      75            50           22        75          54       45           90         143            3
0.733069       72            39           56       70      29        46      77            51           24        76          54       47           94         147            3
0.824077       74            44           57       70      34        50      77            54           25        76          54       47           95         148            3
0.915086       77            45           58       71      39        50      79            60           27        76          54       49           96         153            3
1.006095       80            46           58       73      48        51      80            61           29        76          70       50           97         156            3
1.097103       81            47           58       74      53        51      80            63           31        77          75       50           99         158            3
1.188112       82            48           59       76      54        53      82            64           33        77          75       51          100         160            3
1.279120       83            51           60       76      55        56      82            65           33        78          75       52          101         162            3
1.370129       85            52           60       78      56        56      86            66           33        78          75       52          104         166            3
1.461138       86            52           60       81      57        58      87            68           33        79          75       54          105         167            4
1.552146       88            52           60       84      59        58      88            69           33        80          75       54          105         167            4
1.643155       89            53           60       85      59        58      89            71           34        80          75       55          108         169            4
1.734163       89            53           61       87      59        60      89            72           34        80          75       55          109         169            4
1.825172       89            53           62       87      59        61      92            73           34        80          75       55          110         172            4
1.916181       90            54           65       88      59        61      93            74           35        80          75       55          110         173            4
2.007189       90            55           66       88      59        63      94            75           35        80          80       56          111         174            4
2.098198       90            56           66       88      59        65      94            75           37        80          83       56          111         174            4
2.189206       90            56           66       89      59        65      94            75           37        81          83       57          113         174            4
2.280215       90            59           67       89      59        69      94            75           37        81          83       57          114         175            4
2.371224       90            59           67       90      59        69      94            75           37        81          83       57          116         175            4
2.462232       90            59           68       91      59        69      94            75           38        81          83       57          117         175            4
2.553241       91            59           69       92      60        70      95            76           38        81          83       57          118         176            4
2.644249       91            59           72       93      60        70      97            77           38        81          83       59          120         178            4
2.735258       91            59           73       93      60        71      97            78           38        81          83       61          120         178            4
2.826267       91            60           73       93      60        72      97            78           38        81          83       61          120         178            4
2.917275       92            60           73       94      60        72      97            78           38        81          83       61          120         179            4
3.008284       92            60           73       94      60        72      97            78           39        82          83       62          121         180            4
3.099292       92            60           73       94      60        72      97            79           39        82          84       62          121         180            4
3.190301       92            60           74       95      60        72      98            80           39        82          84       62          122         181            4
3.281310       93            61           75       95      60        72      98            80           39        82          84       62          125         181            4
3.372318       93            63           75       95      60        73      99            80           40        82          84       63          125         181            4
3.463327       94            64           77       97      60        73      99            81           41        83          84       64          126         182            4
3.554335       94            64           77       98      60        73      99            82           41        83          84       64          126         183            4
3.645344       96            64           77       98      61        73      99            83           42        84          84       65          126         184            4
3.736353       97            64           77       98      61        74      99            83           42        85          84       66          127         185            4
3.827361       97            64           78       98      61        75      99            84           42        85          84       66          128         185            4
