                            SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
autocorr_bern20-05                 0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
autocorr_bern20-10                 0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
autocorr_bern20-15                 0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
autocorr_bern25-06                 0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
autocorr_bern25-13                 2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
autocorr_bern30-04                 0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
autocorr_bern30-08                 2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
autocorr_bern35-04                 0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
autocorr_bern40-05                 2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
batch0812_nc                       2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
batch_nc                           2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
bchoco05                           0.050535          0.050535     0.050535            0.050535    0.050535     0.050535
bchoco06                           0.044624          0.044624     0.044603            0.044603    0.044603     0.044624
bchoco07                           0.044537          0.044537     0.044537            0.044537    0.044537     0.044537
blend029                           0.473824          0.473824     0.473824            0.473824    0.473824     0.473824
blend146                                  -                 -     0.363778            0.363778    0.363778            -
blend721                                  -                 -     0.237203            0.237203    0.237203            -
blend852                                  -                 -     0.172650            0.172650    0.172650            -
carton7                                   -                 -     2.000000            2.000000    2.000000            -
casctanks                          2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
cecil_13                           2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
chp_shorttermplan1a                0.423579          0.423579     0.423579            0.423579    0.423579     0.423579
chp_shorttermplan1b                0.529110          0.567652     0.509776            0.567652    0.509776     0.567652
chp_shorttermplan2a                0.817334          0.817334     0.817334            0.817334    0.817334     0.817334
chp_shorttermplan2b                2.000000                 -     2.000000                   -    2.000000            -
chp_shorttermplan2d                2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
crudeoil_lee1_05                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee1_06                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee1_07                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee1_08                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee1_09                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee1_10                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee2_05                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee2_06                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee2_07                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee2_08                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee2_09                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee2_10                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee3_05                   0.022833          0.022833     0.022833            0.022833    0.022833     0.022833
crudeoil_lee3_06                   0.022833          0.022833     0.022833            0.022833    0.022833     0.022833
crudeoil_lee3_07                   0.022833          0.022833     0.022833            0.022833    0.022833     0.022833
crudeoil_lee3_08                   0.023419          0.023419     0.022833            0.023419    0.022833     0.023419
crudeoil_lee3_09                   0.022833          0.022833     0.022833            0.022833    0.022833     0.022833
crudeoil_lee3_10                   0.026217          0.026217     0.023419            0.026217    0.023419     0.026217
crudeoil_lee4_05                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee4_06                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee4_07                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee4_08                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee4_09                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_lee4_10                   0.000000          0.000000     0.000000            0.000000    0.000000     0.000000
crudeoil_li05                             -                 -     0.152364            0.152364    0.152364            -
crudeoil_li06                             -                 -     0.090343            0.090343    0.090343            -
crudeoil_li11                             -                 -     0.020840            0.026561    0.020840            -
crudeoil_li21                             -                 -     0.028262            0.028262    0.028262            -
crudeoil_pooling_ct2               0.039861          0.039861     0.039861            0.039861    0.039861     0.039861
crudeoil_pooling_ct4               0.070598          0.070598     0.070598            0.070598    0.070598     0.070598
crudeoil_pooling_dt1               0.000000          0.000000     0.017241            0.000000    0.000000     0.017241
crudeoil_pooling_dt4               0.083330          0.083330     0.083977            0.083330    0.083330     0.083977
csched1                                   -                 -     2.000000            2.000000    2.000000            -
edgecross10-010                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross10-020                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross10-030                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross10-040                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross10-050                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross10-060                    2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
edgecross10-070                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross10-080                    0.590184          2.000000     0.590184            2.000000    0.590184     2.000000
edgecross10-090                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross14-019                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross14-039                    2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
edgecross14-058                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross14-078                    2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
edgecross14-137                    0.287978          2.000000     0.288870            2.000000    0.287978     2.000000
edgecross14-156                    1.323542          2.000000     1.323542            2.000000    1.323542     2.000000
edgecross14-176                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross20-040                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
edgecross22-048                    0.000000          2.000000     0.000000            2.000000    0.000000     2.000000
elf                                       -                 -     0.000000            0.000000    0.000000            -
eniplac                            0.860736          0.860736     0.860736            0.860736    0.860736     0.860736
ethanolm                           2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1221                             0.608382          0.608382     0.554858            0.554858    0.554858     0.608382
ex1222                             2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1224                             0.492062          0.492062     0.463977            0.463977    0.463977     0.492062
ex1225                             0.370370          0.370370     0.148148            0.148148    0.148148     0.370370
ex1226                             0.235294          0.235294     0.235294            0.235294    0.235294     0.235294
ex1233                             2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1243                             2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1244                             2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1252a                            2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1252                             2.000000          2.000000     2.000000            2.000000    2.000000     2.000000
ex1263a                            0.000000          0.534031     0.000000            0.534031    0.000000     0.534031
ex1263                             0.675393          0.675393     0.099476            0.099476    0.099476     0.675393
ex1264a                            0.000000          0.370370     0.000000            0.370370    0.000000     0.370370
ex1264                             0.185185          0.185185     0.185185            0.185185    0.185185     0.185185
ex1265a                            0.000000          0.386139     0.000000            0.089109    0.000000     0.386139
