Absolute performance profile for SolverTime
Filter: no fail
            SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
0.036599                  1                 0            0                   0           1            0
0.127605                 73                72           40                  41          87           26
0.218610                 91               100           56                  63         114           41
0.309616                109               116           68                  75         132           52
0.400621                114               126           73                  90         143           60
0.491626                119               131           79                 102         146           66
0.582632                122               140           87                 107         152           74
0.673637                124               142           95                 118         154           83
0.764643                128               150           97                 124         162           85
0.855648                130               150           99                 128         162           86
0.946654                132               152          101                 131         164           88
1.037659                132               152          102                 133         164           89
1.128664                136               157          104                 136         169           91
1.219670                138               159          106                 137         171           93
1.310675                139               160          108                 137         172           95
1.401681                141               162          108                 139         174           95
1.492686                144               163          113                 139         176          100
1.583692                145               165          114                 140         179          100
1.674697                149               169          116                 143         181          102
1.765703                151               169          116                 144         181          102
1.856708                152               169          118                 145         181          103
1.947713                155               172          120                 146         185          105
2.038719                156               173          122                 147         185          107
2.129724                156               173          122                 148         185          107
2.220730                157               174          124                 150         186          110
2.311735                158               176          126                 151         188          111
2.402741                160               177          126                 153         189          112
2.493746                160               177          129                 155         189          115
2.584752                161               177          131                 157         189          117
2.675757                162               177          134                 158         189          119
2.766762                162               177          136                 158         189          121
2.857768                163               178          136                 158         190          121
2.948773                164               180          137                 158         192          122
3.039779                165               180          137                 159         192          122
3.130784                165               180          138                 161         193          123
3.221790                168               182          138                 161         195          123
3.312795                168               183          139                 163         195          124
3.403801                168               183          139                 163         195          124
3.494806                169               184          141                 164         197          126
3.585811                170               184          143                 165         197          128
3.676817                170               185          143                 166         197          128
3.767822                171               186          144                 169         198          129
3.858828                172               187          145                 171         199          130
3.949833                174               187          145                 172         201          130
4.040839                174               188          150                 173         201          134
4.131844                175               189          151                 173         202          135
4.222849                175               189          152                 174         202          136
4.313855                176               190          154                 175         203          138
4.404860                177               191          156                 175         204          140
4.495866                177               191          156                 175         204          140
4.586871                177               191          156                 178         205          140
4.677877                178               192          156                 178         205          140
4.768882                178               192          156                 178         205          140
4.859888                178               192          158                 178         205          142
4.950893                178               192          159                 178         205          143
5.041898                179               193          161                 178         206          145
5.132904                179               193          161                 179         206          146
5.223909                179               194          163                 180         207          148
5.314915                179               194          163                 180         207          148
5.405920                180               194          163                 180         207          148
5.496926                181               194          163                 181         208          148
5.587931                181               194          163                 183         208          148
5.678937                182               196          163                 183         209          148
5.769942                182               196          165                 184         209          150
5.860947                182               196          165                 184         209          150
5.951953                182               196          165                 184         209          150
6.042958                182               196          167                 184         209          151
6.133964                182               196          167                 185         209          151
6.224969                182               197          167                 185         210          151
6.315975                184               197          167                 187         211          152
6.406980                184               197          167                 187         211          152
6.497985                184               197          168                 187         211          153
6.588991                184               198          169                 187         211          154
6.679996                185               198          170                 187         212          154
6.771002                185               198          170                 187         212          154
6.862007                185               198          170                 187         212          154
6.953013                185               198          170                 187         212          154
7.044018                186               198          170                 187         213          154
7.135024                187               200          170                 188         214          154
7.226029                187               200          170                 188         214          154
7.317034                188               200          170                 189         216          154
7.408040                188               201          171                 190         216          155
7.499045                188               203          171                 192         217          155
7.590051                191               203          171                 192         218          155
7.681056                191               203          171                 192         218          155
7.772062                193               204          173                 192         220          156
7.863067                195               204          173                 192         222          156
7.954073                196               205          174                 193         223          157
8.045078                196               207          176                 193         224          159
8.136083                199               209          176                 193         228          159
8.227089                199               210          176                 193         228          159
8.318094                199               213          177                 193         230          160
8.409100                200               214          177                 196         231          160
8.500105                202               215          178                 197         231          161
8.591111                203               216          178                 197         232          161
8.682116                205               217          178                 199         234          162
8.773121                205               217          178                 199         234          162
8.864127                205               217          178                 199         234          162
8.955132                205               218          178                 199         235          162
9.046138                205               219          178                 200         236          162
9.137143                209               220          178                 200         240          162
9.228149                210               221          178                 200         240          162
9.319154                211               221          178                 200         240          162
9.410160                211               221          178                 200         240          162
9.501165                211               222          178                 200         241          162
9.592170                212               222          179                 202         241          163
9.683176                212               223          179                 202         241          163
9.774181                212               223          179                 202         241          163
9.865187                213               224          179                 202         242          163
9.956192                213               224          180                 202         242          164
10.047198               213               224          181                 202         242          165
10.138203               215               225          182                 202         243          166
10.229209               215               225          183                 202         243          167
10.320214               215               225          184                 202         243          168
10.411219               216               225          184                 203         244          168
10.502225               216               225          184                 203         244          168
10.593230               217               225          184                 205         245          168
10.684236               218               226          184                 206         245          168
10.775241               219               228          184                 206         247          168
10.866247               220               228          185                 206         248          169
10.957252               221               229          185                 206         250          169
11.048258               221               229          185                 206         250          169
11.139263               223               229          185                 206         251          169
11.230268               224               229          185                 206         251          169
11.321274               224               231          185                 206         252          169
11.412279               226               231          185                 207         253          169
11.503285               227               232          185                 207         254          169
11.594290               227               232          185                 208         254          169
11.685296               227               232          186                 208         254          170
11.776301               227               232          186                 209         254          170
11.867306               228               234          186                 212         255          171
11.958312               228               234          186                 212         255          171
12.049317               229               237          186                 213         257          171
12.140323               230               237          186                 214         257          171
12.231328               231               237          186                 216         258          171
12.322334               232               240          187                 216         259          172
12.413339               232               241          188                 218         259          173
12.504345               232               241          188                 218         259          173
12.595350               232               241          189                 218         259          174
12.686355               232               241          189                 218         259          174
12.777361               232               241          190                 218         259          175
12.868366               233               242          190                 220         261          175
12.959372               233               244          190                 220         261          175
13.050377               233               244          191                 222         262          176
13.141383               233               244          191                 223         262          176
13.232388               233               244          191                 225         263          176
13.323394               234               245          192                 226         263          177
13.414399               235               245          192                 227         263          177
13.505404               235               246          192                 229         264          177
13.596410               235               246          192                 231         264          177
13.687415               235               246          192                 232         264          177
13.778421               237               248          192                 232         264          177
13.869426               237               248          192                 233         264          177
13.960432               237               248          194                 233         264          179
14.051437               237               249          194                 233         264          179
14.142442               237               250          194                 233         264          179
14.233448               238               250          194                 233         265          179
