Absolute performance profile for SolverTime
Filter: within 10.0% of known optimal value and not failed
            aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
0.010000         0     38     14      1         3          20      0      15       0          44            0
0.110010        10    145     80     12        55          99      0      73      68         176            0
0.210020        21    165     91     24        86         119     58      94     121         209            3
0.310030        36    182    107     33       108         137     91     115     158         228            4
0.410040        51    194    113     38       120         149    119     123     170         237            5
0.510050        70    204    125     43       127         159    128     132     180         245           10
0.610060        87    213    129     47       141         163    131     136     189         254           14
0.710070        94    222    133     51       147         168    141     139     196         261           17
0.810080       101    230    137     51       154         175    146     145     203         267           18
0.910090       107    230    140     53       158         178    149     151     208         270           19
1.010100       109    236    145     55       161         183    156     153     213         274           21
1.110110       116    238    151     56       164         184    159     159     216         277           21
1.210120       125    245    157     58       164         185    162     163     218         279           23
1.310130       128    248    163     61       165         187    165     168     223         281           24
1.410140       134    252    168     64       167         189    167     169     225         285           27
1.510150       137    253    171     65       168         192    167     172     227         286           27
1.610160       145    256    175     66       169         193    168     176     229         287           28
1.710170       148    257    175     66       170         194    168     179     231         290           28
1.810180       154    258    177     66       174         197    168     184     233         293           28
1.910190       156    258    182     67       177         198    170     188     234         294           28
2.010200       158    260    182     68       180         199    172     190     238         295           28
2.110210       160    260    185     69       185         200    174     193     241         296           30
2.210220       164    260    188     71       187         203    175     194     246         299           30
2.310230       164    262    189     73       191         204    176     195     247         301           30
2.410240       165    263    191     75       191         204    176     197     247         301           31
2.510250       167    265    193     75       192         205    177     197     248         301           31
2.610260       170    265    193     78       193         205    178     199     255         301           33
2.710270       173    266    195     80       193         206    178     201     259         302           35
2.810280       174    267    196     80       196         207    179     201     261         302           35
2.910290       176    270    196     82       197         207    179     201     263         305           36
3.010300       176    270    196     82       199         208    180     201     263         305           36
3.110310       177    271    197     83       201         208    182     201     263         306           36
3.210320       177    272    199     85       201         209    183     204     264         306           37
3.310330       178    272    199     87       201         210    183     204     264         306           38
3.410340       178    273    202     89       202         212    183     204     267         306           38
3.510350       179    273    203     91       202         213    183     206     278         306           39
3.610360       180    274    205     92       203         214    185     207     282         308           40
3.710370       182    274    206     93       204         215    186     208     283         308           41
3.810380       183    274    206     95       204         219    186     208     284         310           41
3.910390       186    274    207     95       205         219    186     209     284         310           41
4.010400       187    276    208     97       206         221    186     209     286         311           43
4.110410       190    277    208     97       206         221    186     209     287         312           43
4.210420       192    278    208     99       206         222    186     210     288         312           44
4.310430       192    279    209    100       207         223    186     210     289         312           44
4.410440       192    279    210    101       207         224    186     210     290         312           45
4.510450       193    279    211    101       209         225    186     210     292         312           45
4.610460       198    279    213    103       211         226    186     211     292         312           47
4.710470       199    279    213    106       213         227    186     212     292         312           47
4.810480       199    279    214    107       214         227    186     212     292         312           48
4.910490       199    279    214    107       216         229    186     212     293         313           48
5.010500       200    279    215    110       218         230    187     214     293         313           49
5.110510       201    279    217    110       220         231    187     215     294         314           49
5.210520       202    279    217    111       221         232    188     215     295         315           49
5.310530       202    279    217    111       223         232    188     216     295         315           50
5.410540       205    279    218    113       223         232    188     216     295         315           51
5.510550       205    279    218    115       223         232    188     216     295         315           52
5.610560       206    279    219    117       223         233    188     216     295         315           52
5.710570       207    279    220    120       225         233    188     217     295         315           53
5.810580       207    279    221    120       225         233    188     218     295         315           53
5.910590       207    279    222    120       228         233    188     219     295         317           54
6.010600       207    279    224    120       228         233    188     219     296         318           54
6.110610       208    279    224    122       229         234    189     220     297         318           55
6.210620       210    279    224    124       230         234    190     221     297         318           55
6.310630       211    279    225    125       230         234    191     221     298         318           55
6.410640       212    279    225    125       230         235    191     221     298         318           55
6.510650       215    279    225    127       231         236    191     222     298         318           55
6.610660       216    279    225    128       232         237    192     223     298         319           56
6.710670       216    279    225    128       233         237    193     223     298         319           57
6.810680       217    279    225    128       234         238    193     224     298         319           57
6.910690       218    279    225    129       235         238    193     224     298         319           59
7.010700       218    279    225    129       236         238    193     224     298         319           59
7.110710       218    280    225    131       236         238    193     224     298         319           61
7.210720       218    280    225    132       236         239    193     224     300         319           62
7.310730       219    281    226    133       237         239    193     225     300         320           62
7.410740       221    281    226    137       238         239    193     227     301         320           63
7.510750       221    281    226    137       238         239    193     227     301         320           63
7.610760       224    281    227    140       239         239    193     228     302         320           64
7.710770       224    281    228    142       241         239    193     228     303         320           64
7.810780       224    281    228    142       241         240    193     229     303         320           64
7.910790       225    282    230    143       242         241    193     229     303         320           64
8.010800       225    283    230    144       243         241    193     229     303         320           64
8.110810       225    284    230    144       243         241    193     229     304         321           64
8.210820       227    285    231    144       244         241    194     230     305         322           65
8.310830       227    285    231    144       244         242    194     231     305         322           65
8.410840       227    285    231    144       244         243    194     231     305         322           65
8.510850       227    285    231    144       244         243    195     232     305         322           65
