Relative performance profile for SolverTime
Filter: gap <= 10.0% and not failed
              aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
1.000000           0    156     26      5        14          65     12      37      93         358            0
1.001268           1    156     27      5        14          67     12      37      94         358            0
1.002539           1    156     27      5        14          67     12      37      94         358            0
1.003810           1    156     27      5        14          67     12      37      94         358            0
1.005083           1    156     27      5        14          67     12      38      94         358            0
1.006358           1    156     27      5        14          67     12      38      95         358            0
1.007635           1    156     27      5        14          68     12      38      96         358            0
1.008913           1    156     27      5        14          68     12      38      96         358            0
1.010193           1    156     27      5        14          68     12      39      96         358            0
1.011474           1    156     27      5        14          68     12      39      96         358            0
1.012757           1    156     27      5        14          68     12      39      96         358            0
1.014042           1    156     27      5        14          68     12      39      96         358            0
1.015328           1    156     27      5        14          68     12      39      96         358            0
1.016616           1    156     27      5        14          68     12      39      96         358            0
1.017905           1    156     27      5        14          68     12      39      96         358            0
1.019197           1    156     27      5        14          68     12      39      96         358            0
1.020489           1    156     27      5        14          68     12      39      97         358            0
1.021784           1    156     27      5        14          68     12      39      97         358            0
1.023080           1    157     27      5        14          69     12      39      97         358            0
1.024378           1    157     27      5        14          70     12      40      97         358            0
1.025677           1    158     27      5        14          70     12      41      97         358            0
1.026978           1    158     27      5        14          70     12      41      97         358            0
1.028281           1    158     27      5        14          70     12      41      97         358            0
1.029585           1    159     27      5        14          71     12      41      97         358            0
1.030891           1    159     27      5        14          71     12      41      97         358            0
1.032199           1    159     27      5        14          71     12      41      97         358            0
1.033508           1    159     27      5        14          72     12      41      97         358            0
1.034819           1    159     27      5        14          72     12      41      97         358            0
1.036132           1    159     27      5        14          72     12      41      97         358            0
1.037446           1    159     27      5        14          73     12      41      98         358            0
1.038762           1    159     27      5        14          73     12      41      98         358            0
1.040079           1    159     27      5        14          73     12      41      98         358            0
1.041399           1    159     27      5        14          73     12      41      99         358            0
1.042720           1    159     27      5        14          73     12      41     100         358            0
1.044042           1    160     27      5        14          73     12      41     100         358            0
1.045367           1    160     27      5        14          74     12      41     100         358            0
1.046693           1    160     27      5        14          74     12      41     100         358            0
1.048020           1    160     27      5        14          74     12      41     100         358            0
1.049350           1    160     27      5        14          74     12      41     100         358            0
1.050681           1    160     27      5        14          75     12      41     100         358            0
1.052013           1    160     27      5        14          75     12      41     100         358            0
1.053348           1    160     27      5        14          75     12      41     100         358            0
1.054684           1    160     27      5        14          76     12      41     100         358            0
1.056022           1    160     27      5        14          76     12      41     100         358            0
1.057361           1    160     27      5        14          77     12      41     101         358            0
1.058703           1    161     27      5        14          77     12      41     101         358            0
1.060045           1    161     27      5        14          77     12      41     101         358            0
1.061390           1    161     27      5        14          77     12      41     101         358            0
1.062736           1    161     27      5        14          77     12      41     101         358            0
1.064084           1    161     27      5        14          77     12      41     101         358            0
1.065434           1    161     27      5        14          77     12      41     101         358            0
1.066786           1    161     27      5        14          77     12      42     101         358            0
1.068139           1    161     27      5        14          77     12      42     101         358            0
1.069494           1    161     27      5        14          77     12      43     101         358            0
1.070850           1    161     27      5        14          78     12      43     101         358            0
1.072209           1    161     27      5        14          78     12      43     101         358            0
1.073569           1    161     27      5        14          79     12      43     101         358            0
1.074930           1    161     27      5        14          79     12      43     101         358            0
1.076294           1    162     27      5        14          79     12      43     101         358            0
1.077659           1    164     27      5        14          79     12      44     101         358            0
1.079026           1    164     27      5        14          79     12      44     101         358            0
1.080395           1    164     27      5        14          79     12      44     101         358            0
1.081765           1    164     27      5        14          79     12      44     101         358            0
1.083137           1    164     27      5        15          79     12      44     101         358            0
1.084511           1    165     27      5        15          79     12      44     101         358            0
1.085887           1    165     27      5        15          79     12      44     102         358            0
1.087264           1    165     27      5        15          79     12      44     102         358            0
1.088643           1    165     27      5        16          80     12      44     102         358            0
1.090024           1    165     27      5        16          80     13      44     102         358            0
1.091407           1    165     27      5        16          80     13      44     102         358            0
1.092791           1    167     28      5        16          80     13      44     102         358            0
1.094178           1    168     28      5        16          80     13      44     102         358            0
1.095565           1    168     28      5        16          80     13      44     103         358            0
1.096955           1    168     28      5        16          80     13      44     103         358            0
1.098347           1    168     28      5        16          80     13      44     103         358            0
1.099740           1    168     28      5        16          80     13      44     103         358            0
1.101135           1    168     28      5        17          80     13      46     103         358            0
1.102532           1    169     28      5        17          80     13      46     103         358            0
1.103930           1    169     29      5        17          80     13      46     103         358            0
1.105330           1    169     29      5        17          80     13      46     103         358            0
1.106732           1    170     30      5        17          80     13      46     103         358            0
1.108136           1    170     30      5        17          80     13      46     103         358            0
1.109542           1    170     30      5        18          80     13      46     103         358            0
1.110949           1    170     30      5        18          80     13      46     103         358            0
1.112358           1    170     30      5        18          80     13      46     104         358            0
1.113769           1    170     30      5        18          81     13      46     104         358            0
1.115182           1    171     30      5        18          81     13      46     104         358            0
1.116597           1    171     30      5        18          81     13      46     104         358            0
1.118013           1    171     30      5        18          81     13      46     104         358            0
1.119431           1    171     30      5        18          82     14      48     104         358            0
1.120851           1    171     30      5        18          82     14      48     104         358            0
1.122273           1    171     30      5        18          82     14      48     104         358            0
1.123696           1    171     30      5        18          82     14      48     104         358            0
1.125122           1    171     30      5        18          82     14      48     104         358            0
1.126549           1    171     30      5        18          82     14      48     104         358            0
1.127978           1    171     30      5        18          82     14      48     104         358            0
1.129409           1    171     30      5        18          82     14      49     104         358            0
1.130841           1    171     30      5        18          82     14      50     105         358            0
1.132276           1    171     30      5        18          82     14      50     105         358            0
1.133712           1    171     30      5        18          82     14      50     105         358            0
1.135150           1    171     30      5        18          83     14      50     105         358            0
1.136590           1    171     30      5        18          83     14      50     105         358            0
1.138032           1    171     30      5        18          83     14      50     105         358            0
1.139475           1    172     30      5        18          83     14      50     105         358            0
1.140921           1    172     30      5        18          83     14      51     105         358            0
1.142368           1    173     30      5        18          83     14      51     105         358            0
1.143817           1    174     30      5        18          84     14      51     105         358            0
1.145268           1    174     30      5        18          84     14      51     105         358            0
1.146720           1    174     30      5        18          84     14      51     105         358            0
1.148175           1    174     30      5        18          84     14      51     105         358            0
1.149631           1    174     30      5        18          84     14      51     105         358            0
1.151090           1    174     30      5        18          84     14      51     105         358            0
1.152550           1    175     30      5        18          84     14      51     105         358            0
1.154012           1    176     30      5        18          84     14      51     105         358            0
1.155475           1    177     30      5        18          85     14      51     106         358            0
1.156941           1    177     30      5        18          85     14      51     106         358            0
1.158409           1    177     30      5        18          85     14      51     106         358            0
1.159878           1    177     30      5        18          86     15      51     106         358            0
1.161349           1    177     30      5        18          87     15      51     106         358            0
1.162822           1    177     30      5        18          87     15      51     106         358            0
1.164297           1    179     30      5        18          87     15      51     106         358            0
1.165774           1    180     30      5        18          87     15      51     106         358            0
1.167253           1    180     31      5        18          87     15      51     106         358            0
1.168734           1    181     31      5        18          88     15      51     106         358            0
1.170216           1    181     31      5        18          88     15      51     106         358            0
1.171700           1    182     31      5        18          88     15      51     106         358            0
1.173187           1    182     31      5        18          88     15      51     106         358            0
1.174675           1    182     31      5        18          88     15      51     106         358            0
1.176165           1    182     31      5        18          88     15      51     106         358            0
1.177657           1    183     31      5        18          88     15      51     106         358            0
1.179150           1    184     31      5        18          88     15      51     107         358            0
1.180646           1    184     31      5        18          88     15      51     107         358            0
1.182144           1    185     31      5        18          88     15      52     107         358            0
1.183643           1    185     31      5        18          88     15      52     107         358            0
1.185145           1    186     31      5        18          88     15      52     107         358            0
1.186648           1    186     31      5        18          88     15      52     107         358            0
1.188153           1    186     31      5        18          88     15      52     107         358            0
1.189660           1    187     31      5        18          88     15      52     107         358            0
1.191169           1    187     31      5        18          88     15      52     107         358            0
1.192680           1    187     31      5        18          88     15      52     108         358            0
1.194193           1    187     31      5        18          88     15      52     108         358            0
1.195708           1    187     31      5        18          88     15      52     108         358            0
1.197225           1    187     31      5        18          88     15      52     108         358            0
1.198743           1    187     31      5        18          88     15      52     109         358            0
1.200264           1    187     31      6        18          88     15      53     109         358            0
1.201786           1    187     31      6        18          88     15      53     109         358            0
1.203311           1    187     31      6        18          88     15      53     109         358            0
1.204837           1    187     31      6        18          88     15      53     109         358            0
1.206365           1    187     31      6        18          88     15      53     109         358            0
1.207895           1    187     31      6        18          88     15      53     109         358            0
1.209428           1    187     31      6        18          89     15      53     109         358            0
1.210962           1    187     31      6        18          90     15      53     109         358            0
1.212498           1    187     31      6        18          90     15      53     109         358            0
1.214036           1    187     31      6        18          90     15      54     109         358            0
1.215576           1    187     31      6        18          90     15      54     109         358            0
1.217118           1    187     31      6        19          90     15      54     109         358            0
1.218661           1    187     31      6        19          90     16      54     109         358            0
1.220207           1    187     31      6        19          90     16      54     109         358            0
1.221755           1    187     31      6        19          90     16      54     109         358            0
1.223305           1    187     31      6        19          90     16      54     109         358            0
1.224856           1    187     31      6        19          90     16      54     109         358            0
1.226410           1    188     31      6        19          90     16      54     109         358            0
1.227966           1    188     31      6        20          90     16      54     111         358            0
1.229523           1    188     31      6        20          90     16      55     111         358            0
1.231083           1    188     31      6        20          90     16      55     111         358            0
1.232645           1    188     31      6        20          90     16      55     111         358            0
1.234208           1    189     31      6        20          90     16      55     111         358            0
1.235774           1    190     31      6        20          90     16      55     111         358            0
1.237341           1    190     31      6        20          90     16      55     111         358            0
1.238911           1    190     31      6        20          90     16      55     111         358            0
1.240482           1    190     31      6        20          90     16      55     112         358            0
1.242056           1    190     31      6        20          90     16      55     112         358            0
1.243631           1    190     31      6        20          91     16      55     113         358            0
1.245209           1    191     31      6        20          91     16      55     113         358            0
1.246788           1    191     31      6        20          91     16      55     114         358            0
1.248370           1    191     31      6        20          91     16      55     114         358            0
1.249953           1    191     31      6        20          91     16      55     114         358            0
1.251539           1    192     32      6        20          91     16      55     114         358            0
1.253126           1    192     32      6        20          92     16      55     115         358            0
1.254716           1    193     32      6        20          92     16      56     115         358            0
1.256307           1    193     32      6        20          92     16      56     115         358            0
1.257901           1    193     32      6        20          92     16      56     115         358            0
1.259496           1    193     33      6        20          92     16      56     115         358            0
1.261094           1    193     33      6        20          92     16      56     115         358            0
1.262694           1    193     33      6        20          93     16      56     115         358            0
1.264295           1    194     33      6        20          93     16      56     115         358            0
1.265899           1    194     33      6        20          93     16      56     115         358            0
1.267505           1    194     33      6        20          93     16      56     116         358            0
1.269112           1    194     33      6        20          93     16      56     116         358            0
1.270722           1    194     33      6        20          93     16      56     116         358            0
1.272334           1    194     33      6        20          94     16      56     116         358            0
1.273948           1    194     33      6        20          95     16      56     116         358            0
1.275564           1    194     33      6        20          96     16      56     116         358            0
1.277182           1    194     33      6        20          96     16      56     117         358            0
1.278802           1    194     33      6        20          96     16      56     118         358            0
1.280424           1    195     33      6        20          96     16      56     118         358            0
1.282048           1    195     33      6        20          96     16      56     119         358            0
1.283675           1    195     33      6        20          96     16      57     120         358            0
1.285303           1    195     33      6        20          96     16      58     120         358            0
1.286933           1    195     34      6        20          96     16      58     121         358            0
1.288566           1    195     34      6        20          96     16      58     121         358            0
1.290200           1    195     34      6        20          96     16      58     121         358            0
1.291837           1    195     34      6        20          96     16      58     121         358            0
1.293475           1    195     34      6        20          96     16      58     122         358            0
1.295116           1    195     34      6        20          96     16      58     122         358            0
