Absolute performance profile for SolverTime
Filter: gap <= 1.0% and not failed
            aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
0.010000         0     38     13      1         3          20      0      15       0          44            0
0.110010        10    145     77     12        52          99      0      71      68         176            0
0.210020        21    165     88     24        83         119     57      92     121         209            2
0.310030        36    182    104     33       105         137     90     113     158         228            3
0.410040        51    194    110     38       117         149    118     121     170         237            4
0.510050        70    204    122     43       124         159    127     130     180         245            8
0.610060        87    213    126     47       138         163    130     134     189         254           12
0.710070        94    222    130     51       144         168    139     137     196         261           15
0.810080       101    230    134     51       151         175    144     143     203         267           16
0.910090       107    230    137     53       155         178    147     149     208         270           17
1.010100       109    236    142     55       158         183    154     151     213         274           19
1.110110       116    238    148     56       161         184    157     157     216         277           19
1.210120       125    245    155     58       161         185    160     161     218         280           21
1.310130       128    248    161     61       162         187    163     166     223         282           22
1.410140       134    252    166     64       164         189    165     167     225         286           25
1.510150       137    253    169     65       165         192    165     170     227         287           25
1.610160       145    256    173     66       166         193    166     174     229         288           26
1.710170       148    257    173     66       167         194    166     177     231         291           26
1.810180       154    258    175     66       171         197    166     182     233         294           26
1.910190       156    258    180     67       174         198    168     186     234         295           26
2.010200       158    260    180     68       177         199    170     188     238         296           26
2.110210       160    260    183     69       182         200    172     191     241         297           28
2.210220       163    260    186     71       184         203    173     192     246         300           28
2.310230       163    262    187     73       188         204    174     193     247         302           28
2.410240       164    263    189     75       188         204    174     195     247         302           29
2.510250       166    265    191     75       189         205    175     195     248         302           29
2.610260       169    265    191     78       190         205    176     197     255         302           31
2.710270       172    266    193     80       190         206    176     199     259         303           33
2.810280       173    267    194     80       193         207    177     199     261         303           33
2.910290       175    270    194     82       194         207    177     199     263         306           34
3.010300       175    270    194     82       196         208    178     199     263         306           34
3.110310       176    271    196     83       198         208    180     199     263         308           34
3.210320       176    272    198     85       198         209    181     202     264         308           35
3.310330       177    272    198     87       198         210    181     202     264         308           36
3.410340       177    273    201     89       199         212    181     202     267         308           36
3.510350       178    273    202     91       199         213    181     204     278         308           37
3.610360       179    274    204     92       200         214    183     205     282         310           38
3.710370       181    274    205     93       201         215    184     206     283         310           39
3.810380       182    274    205     95       201         219    184     206     284         312           39
3.910390       185    274    206     95       202         219    184     207     284         312           39
4.010400       186    276    207     97       203         221    184     207     286         313           41
4.110410       189    277    207     97       203         221    185     207     287         314           41
4.210420       191    278    207     99       203         222    185     208     288         314           42
