Relative performance profile for SolverTime
Filter: no fail
              aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
1.000000           7    162     34      5        21          70     16      44      98         366            0
1.001268           8    162     35      5        21          72     17      45      99         366            0
1.002539           8    162     35      5        21          72     17      45      99         366            0
1.003810           8    162     35      5        21          72     17      45      99         366            0
1.005083           8    162     35      5        21          72     17      46      99         366            0
1.006358           8    162     35      5        21          72     17      46     100         366            0
1.007635           8    162     35      5        21          73     17      46     101         366            0
1.008913           8    162     35      5        21          73     17      46     101         366            0
1.010193           8    162     35      5        21          73     17      47     101         366            0
1.011474           8    162     35      5        21          73     17      47     101         366            0
1.012757           8    162     35      5        21          73     17      47     101         366            0
1.014042           8    162     35      5        21          73     17      47     101         366            0
1.015328           8    162     35      5        21          73     17      47     101         366            0
1.016616           8    162     35      5        21          73     17      47     101         366            0
1.017905           8    162     35      5        21          73     17      47     101         366            0
1.019197           8    162     35      5        21          73     17      47     101         366            0
1.020489           8    162     35      5        21          73     17      47     102         366            0
1.021784           8    162     35      5        21          73     17      47     102         366            0
1.023080           9    164     36      5        22          75     17      48     103         366            0
1.024378           9    164     36      5        22          76     17      49     103         366            0
1.025677           9    165     36      5        22          76     17      50     103         366            0
1.026978           9    165     36      5        22          76     17      50     103         366            0
1.028281           9    165     36      5        22          76     17      50     103         366            0
1.029585           9    166     36      5        22          77     17      50     103         366            0
1.030891           9    166     36      5        22          77     17      50     103         366            0
1.032199           9    166     36      5        22          77     17      50     103         366            0
1.033508           9    166     36      5        22          78     17      50     103         366            0
1.034819           9    166     36      5        22          78     17      50     103         366            0
1.036132           9    166     36      5        22          78     17      50     103         366            0
1.037446           9    166     36      5        22          79     17      50     104         366            0
1.038762           9    166     36      5        22          79     17      50     104         366            0
1.040079           9    166     36      5        22          79     17      50     104         366            0
1.041399           9    166     36      5        22          79     17      50     105         366            0
1.042720           9    166     36      5        22          79     17      50     106         366            0
1.044042           9    167     36      5        22          79     17      50     106         366            0
1.045367           9    167     36      5        22          80     17      50     106         366            0
1.046693           9    167     36      5        22          80     17      50     106         366            0
1.048020           9    167     36      5        22          80     17      50     106         366            0
1.049350           9    167     36      5        22          80     17      50     106         366            0
1.050681           9    167     36      5        22          81     17      50     106         366            0
1.052013           9    167     36      5        22          81     17      50     106         366            0
1.053348           9    167     36      5        22          81     17      50     106         366            0
1.054684           9    167     36      5        22          82     17      50     106         366            0
1.056022           9    167     36      5        22          82     17      50     106         366            0
1.057361           9    167     36      5        22          83     17      50     107         366            0
1.058703           9    168     36      5        22          83     17      50     107         366            0
1.060045           9    168     36      5        22          83     17      50     107         366            0
1.061390           9    168     36      5        22          83     17      50     107         366            0
1.062736           9    168     36      5        22          83     17      50     107         366            0
1.064084           9    168     36      5        22          83     17      50     107         366            0
1.065434           9    168     36      5        22          83     17      50     107         366            0
1.066786           9    168     36      5        22          83     17      51     107         366            0
1.068139           9    168     36      5        22          83     17      51     107         366            0
1.069494           9    168     36      5        22          83     17      52     107         366            0
1.070850           9    168     36      5        22          84     17      52     107         366            0
1.072209           9    168     36      5        22          84     17      52     107         366            0
1.073569           9    168     36      5        22          85     17      52     107         366            0
1.074930           9    168     36      5        22          85     17      52     107         366            0
1.076294           9    169     36      5        22          85     17      52     107         366            0
1.077659           9    171     36      5        22          85     17      53     107         366            0
1.079026           9    171     36      5        22          85     17      53     107         366            0
1.080395           9    171     36      5        22          85     17      53     107         366            0
1.081765           9    171     36      5        22          85     17      53     107         366            0
1.083137           9    171     36      5        23          85     17      53     107         366            0
1.084511           9    172     36      5        23          85     17      53     107         366            0
1.085887           9    172     36      5        23          85     17      53     108         366            0
1.087264           9    172     36      5        23          85     17      53     108         366            0
1.088643           9    172     36      5        24          86     17      53     108         366            0
1.090024           9    172     36      5        24          86     18      53     108         366            0
1.091407           9    172     36      5        24          86     18      53     108         366            0
1.092791           9    174     37      5        24          86     18      53     108         366            0
1.094178          10    176     38      5        24          87     19      54     109         366            0
1.095565          10    176     38      5        24          87     19      54     110         366            0
1.096955          10    176     38      5        24          87     19      54     110         366            0
1.098347          10    176     38      5        24          87     19      54     110         366            0
1.099740          10    176     38      5        24          87     19      54     110         366            0
1.101135          10    176     38      5        25          87     19      56     110         366            0
1.102532          10    177     38      5        25          87     19      56     110         366            0
1.103930          10    177     39      5        25          87     19      56     110         366            0
1.105330          10    177     39      5        25          87     19      56     110         366            0
1.106732          10    178     40      5        25          87     19      56     110         366            0
1.108136          10    178     40      5        25          87     19      56     110         366            0
1.109542          10    178     40      5        26          87     19      56     110         366            0
1.110949          10    178     40      5        26          87     19      56     110         366            0
1.112358          10    178     40      5        26          87     19      56     111         366            0
1.113769          10    178     40      5        26          88     19      56     111         366            0
1.115182          10    179     40      5        26          88     19      56     111         366            0
1.116597          10    179     40      5        26          88     19      56     111         366            0
1.118013          10    179     40      5        26          88     19      56     111         366            0
1.119431          10    179     40      5        26          89     20      58     111         366            0
1.120851          10    179     40      5        26          89     20      58     111         366            0
1.122273          10    179     40      5        26          89     20      58     111         366            0
1.123696          10    179     40      5        26          89     20      58     111         366            0
1.125122          10    179     40      5        26          89     20      58     111         366            0
1.126549          10    179     40      5        26          89     20      58     111         366            0
1.127978          10    179     40      5        26          89     20      58     111         366            0
1.129409          10    179     40      5        26          89     20      59     111         366            0
1.130841          10    179     40      5        26          89     20      60     112         366            0
1.132276          10    179     40      5        26          89     20      60     112         366            0
1.133712          10    179     40      5        26          89     20      60     112         366            0
1.135150          10    179     40      5        26          90     20      60     112         366            0
1.136590          10    179     40      5        26          90     20      60     112         366            0
1.138032          10    179     40      5        26          90     20      60     112         366            0
1.139475          10    180     40      5        26          90     20      60     112         366            0
1.140921          10    180     40      5        26          90     20      61     112         366            0
1.142368          10    181     40      5        26          90     20      61     112         366            0
1.143817          10    182     40      5        26          91     20      61     112         366            0
1.145268          10    182     40      5        26          91     20      61     112         366            0
1.146720          10    182     40      5        26          91     20      61     112         366            0
1.148175          10    182     40      5        26          91     20      61     112         366            0
1.149631          10    182     40      5        26          91     20      61     112         366            0
1.151090          10    182     40      5        26          91     20      61     112         366            0
1.152550          10    183     40      5        26          91     20      61     112         366            0
1.154012          10    184     40      5        26          91     20      61     112         366            0
1.155475          10    185     40      5        26          92     20      61     113         366            0
1.156941          10    185     40      5        26          92     20      61     113         366            0
1.158409          10    185     40      5        26          92     20      61     113         366            0
1.159878          10    185     40      5        26          93     21      61     113         366            0
1.161349          10    185     40      5        26          94     21      61     113         366            0
1.162822          10    185     40      5        26          94     21      61     113         366            0
1.164297          10    187     40      5        26          94     21      61     113         366            0
1.165774          10    188     40      5        26          94     21      61     113         366            0
1.167253          10    188     41      5        26          94     21      61     113         366            0
1.168734          10    189     41      5        26          95     21      61     113         366            0
1.170216          10    189     41      5        26          95     21      61     113         366            0
1.171700          10    190     41      5        26          95     21      61     113         366            0
1.173187          10    190     41      5        26          95     21      61     113         366            0
1.174675          10    190     41      5        26          95     21      61     113         366            0
1.176165          10    190     41      5        26          95     21      61     113         366            0
1.177657          10    191     41      5        26          95     21      61     113         366            0
1.179150          10    192     41      5        26          95     21      61     114         366            0
1.180646          10    192     41      5        26          95     21      61     114         366            0
1.182144          10    193     41      5        26          95     21      62     114         366            0
1.183643          10    193     41      5        26          95     21      62     114         366            0
1.185145          10    194     41      5        26          95     21      62     114         366            0
1.186648          10    194     41      5        26          95     21      62     114         366            0
1.188153          10    194     41      5        26          95     21      62     114         366            0
1.189660          10    195     41      5        26          95     21      62     114         366            0
1.191169          10    195     41      5        26          95     21      62     114         366            0
1.192680          10    195     41      5        26          95     21      62     115         366            0
1.194193          10    195     41      5        26          95     21      62     115         366            0
1.195708          10    195     41      5        26          95     21      62     115         366            0
1.197225          10    195     41      5        26          95     21      62     115         366            0
1.198743          10    195     41      5        26          95     21      62     116         366            0
1.200264          10    195     41      6        26          95     21      63     116         366            0
1.201786          10    195     41      6        26          95     21      63     116         366            0
1.203311          10    195     41      6        26          95     21      63     116         366            0
1.204837          10    195     41      6        26          95     21      63     116         366            0
1.206365          10    195     41      6        26          95     21      63     116         366            0
1.207895          10    195     41      6        26          95     21      63     116         366            0
1.209428          10    195     41      6        26          96     21      63     116         366            0
1.210962          10    195     41      6        26          97     21      63     116         366            0
1.212498          10    195     41      6        26          97     21      63     116         366            0
1.214036          10    195     41      6        26          97     21      64     116         366            0
1.215576          10    195     41      6        26          97     21      64     116         366            0
1.217118          10    195     41      6        27          97     21      64     116         366            0
1.218661          10    195     41      6        27          97     22      64     116         366            0
1.220207          10    195     41      6        27          97     22      64     116         366            0
1.221755          10    195     41      6        27          97     22      64     116         366            0
1.223305          10    195     41      6        27          97     22      64     116         366            0
1.224856          10    195     41      6        27          97     22      64     116         366            0
1.226410          10    196     41      6        27          97     22      64     116         366            0
1.227966          10    196     41      6        28          97     22      64     118         366            0
1.229523          10    196     41      6        28          97     22      65     118         366            0
1.231083          10    196     41      6        28          97     22      65     118         366            0
1.232645          10    196     41      6        28          97     22      65     118         366            0
1.234208          10    197     41      6        28          97     22      65     118         366            0
1.235774          10    198     41      6        28          97     22      65     118         366            0
1.237341          10    198     41      6        28          97     22      65     118         366            0
1.238911          10    198     41      6        28          97     22      65     118         366            0
1.240482          10    198     41      6        28          97     22      65     119         366            0
1.242056          10    198     41      6        28          97     22      65     119         366            0
1.243631          10    198     41      6        28          98     22      65     120         366            0
1.245209          10    199     41      6        28          98     22      65     120         366            0
1.246788          10    199     41      6        28          98     22      65     121         366            0
1.248370          10    199     41      6        28          98     22      65     121         366            0
1.249953          10    199     41      6        28          98     22      65     121         366            0
1.251539          10    200     42      6        28          98     22      65     121         366            0
1.253126          10    200     42      6        28          99     22      65     122         366            0
1.254716          10    201     42      6        28          99     22      66     122         366            0
1.256307          10    201     42      6        28          99     22      66     122         366            0
1.257901          10    201     42      6        28          99     22      66     122         366            0
1.259496          10    201     43      6        28          99     22      66     122         366            0
1.261094          10    201     43      6        28          99     22      66     122         366            0
1.262694          10    201     43      6        28         100     22      66     122         366            0
1.264295          10    202     43      6        28         100     22      66     122         366            0
1.265899          10    202     43      6        28         100     22      66     122         366            0
1.267505          10    202     43      6        28         100     22      66     123         366            0
1.269112          10    202     43      6        28         100     22      66     123         366            0
1.270722          10    202     43      6        28         100     22      66     123         366            0
1.272334          10    202     43      6        28         101     22      66     123         366            0
1.273948          10    202     43      6        28         102     22      66     123         366            0
1.275564          10    202     43      6        28         103     22      66     123         366            0
1.277182          10    202     43      6        28         103     22      66     124         366            0
1.278802          10    202     43      6        28         103     22      66     125         366            0
1.280424          10    203     43      6        28         103     22      66     125         366            0
1.282048          10    203     43      6        28         103     22      66     126         366            0
1.283675          10    203     43      6        28         103     22      67     127         366            0
1.285303          10    203     43      6        28         103     22      68     127         366            0
1.286933          10    203     44      6        28         103     22      68     128         366            0
1.288566          10    203     44      6        28         103     22      68     128         366            0
1.290200          10    203     44      6        28         103     22      68     128         366            0
1.291837          10    203     44      6        28         103     22      68     128         366            0
1.293475          10    203     44      6        28         103     22      68     129         366            0
1.295116          10    203     44      6        28         103     22      68     129         366            0
1.296759          10    203     44      6        28         103     22      68     129         366            0
1.298404          10    204     44      6        28         103     22      68     129         366            0
1.300051          10    204     44      6        28         104     22      68     129         366            0
1.301700          10    205     44      6        28         104     22      69     129         366            0
1.303351          10    206     44      6        28         104     22      69     129         366            0
1.305004          10    206     44      6        28         105     22      69     129         366            0
1.306659          10    207     44      6        28         105     22      69     130         366            0
1.308317          10    207     44      6        28         105     22      69     130         366            0
1.309976          10    207     44      6        28         105     22      69     130         366            0
1.311638          10    207     44      6        28         105     22      69     130         366            0
1.313302          10    207     44      6        29         105     22      69     130         366            0
1.314968          10    207     44      6        29         106     22      69     130         366            0
1.316636          10    207     44      6        29         106     22      69     130         366            0
1.318306          10    207     44      6        29         106     22      69     130         366            0
