Absolute performance profile for SolverTime
Filter: gap <= 10.0% and not failed
            aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
0.010000         0     38     13      1         3          20      0      15       0          44            0
0.110010        10    145     79     12        52          99      0      74      68         177            0
0.210020        21    165     90     24        83         119     58      95     121         210            2
0.310030        36    182    106     33       105         137     91     116     158         229            3
0.410040        51    194    112     38       117         149    119     124     170         238            4
0.510050        70    204    124     43       124         159    128     133     180         246            8
0.610060        87    213    128     47       138         163    131     137     189         255           12
0.710070        94    222    132     51       144         168    141     140     196         262           15
0.810080       101    230    136     51       151         175    146     146     203         268           16
0.910090       107    230    139     53       155         178    149     152     208         271           17
1.010100       109    236    144     55       158         183    156     154     213         275           19
1.110110       116    238    150     56       161         184    159     160     216         278           19
1.210120       125    245    157     58       161         185    162     164     218         280           21
1.310130       128    248    163     61       162         187    165     169     223         282           22
1.410140       134    252    168     64       164         189    167     170     225         286           25
1.510150       137    253    171     65       165         192    167     173     227         287           25
1.610160       145    256    175     66       166         193    168     177     229         288           26
1.710170       148    257    175     66       167         194    168     180     231         291           26
1.810180       154    258    177     66       171         197    168     185     233         294           26
1.910190       156    258    182     67       174         198    170     189     234         295           26
2.010200       158    260    182     68       177         199    172     191     238         296           26
2.110210       160    260    185     69       182         200    174     194     241         297           28
2.210220       164    260    188     71       184         203    175     195     246         300           28
2.310230       164    262    189     73       188         204    176     196     247         302           28
2.410240       165    263    191     75       188         204    176     198     247         302           29
2.510250       167    265    193     75       189         205    177     198     248         302           29
2.610260       170    265    193     78       190         205    178     200     255         302           31
2.710270       173    266    195     80       190         206    178     202     259         303           33
2.810280       174    267    196     80       193         207    179     202     261         303           33
2.910290       176    270    196     82       194         207    179     202     263         306           34
3.010300       176    270    196     82       196         208    180     202     263         306           34
3.110310       177    271    198     83       198         208    182     202     263         308           34
3.210320       177    272    200     85       198         209    183     205     264         308           35
3.310330       178    272    200     87       198         210    183     205     264         308           36
3.410340       178    273    203     89       199         212    183     205     267         308           36
3.510350       179    273    204     91       199         213    183     207     278         308           37
3.610360       180    274    206     92       200         214    185     208     282         310           38
3.710370       182    274    207     93       201         215    186     209     283         310           39
3.810380       183    274    207     95       201         219    186     209     284         312           39
3.910390       186    274    208     95       202         219    186     210     284         312           39
4.010400       187    276    209     97       203         221    186     210     286         313           41
4.110410       190    277    209     97       203         221    187     210     287         314           41
4.210420       192    278    209     99       203         222    187     211     288         314           42
4.310430       192    279    210    100       204         223    187     211     289         314           42
4.410440       192    279    211    101       204         224    187     211     290         314           43
4.510450       193    279    212    101       206         225    187     211     292         314           43
4.610460       198    279    214    103       208         226    187     212     292         314           45
4.710470       199    279    214    106       210         227    187     213     292         314           45
4.810480       199    279    215    107       211         227    187     213     292         314           46
4.910490       199    279    215    107       213         229    187     213     293         315           46
5.010500       200    279    216    110       215         230    188     215     293         315           47
5.110510       201    279    218    110       217         231    188     216     294         316           47
5.210520       202    279    218    111       218         232    189     216     295         317           47
5.310530       202    279    218    111       220         232    189     217     295         317           48
5.410540       205    279    219    113       220         232    189     217     295         317           49
5.510550       205    279    219    115       220         232    189     217     295         317           50
5.610560       206    279    220    117       220         233    189     217     295         317           50
5.710570       207    279    221    120       222         233    189     218     295         317           51
5.810580       207    279    222    120       222         233    189     219     295         317           51
5.910590       207    279    223    120       225         233    189     220     295         319           52
6.010600       207    279    225    120       225         233    189     220     296         320           52
6.110610       208    279    225    122       226         234    190     221     297         320           53
6.210620       210    279    225    124       227         234    191     222     297         320           53
6.310630       211    279    226    125       227         234    192     222     298         320           53
6.410640       212    279    226    125       227         235    192     222     298         320           53
6.510650       215    279    226    127       228         236    192     223     298         320           53
6.610660       216    279    226    128       229         237    193     224     298         321           54
6.710670       216    279    226    128       230         237    194     224     298         321           55
6.810680       217    279    226    128       231         238    194     225     298         321           55
6.910690       218    279    226    129       232         238    194     225     298         321           57
7.010700       218    279    226    129       233         238    194     225     298         321           57
7.110710       218    280    226    131       233         238    194     225     298         321           59
7.210720       218    280    226    132       233         239    194     225     300         321           60
7.310730       219    281    227    133       234         239    194     226     300         322           60
