                                Instance                                 |                                  alphaecp@1                                   |                                  antigone@0                                   |                                     aoa@0                                     |                                    baron@0                                    |                                     bbb@3                                     |                                    bhyb@2                                     |                                     boa@1                                     |                                   couenne@0                                   |                                   dicopt@1                                    |                                   juniper@0                                   |                                   knitro@1                                    |                                  knitrobb@1                                   |                                    lindo@1                                    |                                  mtaurbnb@0                                   |                                   mtaurqg@0                                   |                                   muriqui@0                                   |                                   pavito@0                                    |                                     sbb@1                                     |                                    scip@1                                     |                                    shot@1                                     |
name                  #Vars #Disc #Equs Dir    Dual bound  Primal bound I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%]   Time    Nodes I|
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
alan                      9     4     8 min  2.925000e+00  2.925000e+00  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.22       --  |normal      2.922075e+00    0.10  2.925000e+00    0.00   0.10   0.02        0  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.00       --  |normal      2.922078e+00    0.10  2.925000e+00    0.00   0.10   0.07        5  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.03        2  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.04        0  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.03        0  |normal      2.928230e+00   -0.11  2.928230e+00    0.11   0.00   0.04       10 !|normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.04       --  |normal      2.925000e+00    0.00  2.925000e+00   -0.00   0.00   3.05       --  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.14       18  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.10        7  |normal      2.925000e+00    0.00  2.925000e+00   -0.00   0.00   0.06        3  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.00        0  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.00        0  |normal      2.925000e+00    0.00  2.925000e+00   -0.00  -0.00   0.05       --  |normal      2.925000e+00   -0.00  2.925000e+00   -0.00  -0.00   0.03       --  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.15        9  |normal      2.922114e+00    0.10  2.925000e+00    0.00   0.10   0.14        1  |normal      2.925000e+00    0.00  2.925000e+00    0.00   0.00   0.04        0  |
batch                    47    24    74 min  2.855065e+05  2.855065e+05  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.61       --  |normal      2.852210e+05    0.10  2.855065e+05    0.00   0.10   0.06        0  |normal      2.855065e+05    0.00  2.855065e+05    0.00   0.00   0.02       --  |normal      2.852213e+05    0.10  2.855065e+05   -0.00   0.10   0.22        3  |normal      2.855065e+05    0.00  2.855065e+05   -0.00  -0.00   0.30        4  |normal      2.855065e+05    0.00  2.855065e+05   -0.00  -0.00   0.07        6  |normal      2.855065e+05    0.00  2.855065e+05   -0.00  -0.00   0.04        0  |normal      2.855059e+05    0.00  2.855059e+05   -0.00   0.00   0.51       19  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.11       --  |normal      2.855065e+05    0.00  2.855065e+05   -0.00   0.00   4.23       --  |normal      2.855065e+05   -0.00  2.855065e+05    0.00  -0.00   0.28       33  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.28       17  |normal      2.855063e+05    0.00  2.855063e+05   -0.00   0.00   2.17      214  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.04        0  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.02        0  |normal      2.855065e+05    0.00  2.855065e+05   -0.00  -0.00   0.08       --  |normal      2.855065e+05   -0.00  2.855065e+05   -0.00  -0.00   0.05       --  |normal      2.855065e+05   -0.00  2.855065e+05    0.00   0.00   0.31       42  |normal      2.855039e+05    0.00  2.855065e+05    0.00   0.00   0.37        1  |normal      2.855065e+05    0.00  2.855065e+05    0.00   0.00   0.12        1  |
batch0812               101    60   218 min  2.687027e+06  2.687027e+06  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   1.42       --  |normal      2.684340e+06    0.10  2.687027e+06   -0.00   0.10   0.10        0  |normal      2.684476e+06    0.10  2.687027e+06    0.00   0.10   0.03       --  |normal      2.684342e+06    0.10  2.687027e+06    0.00   0.10   0.25        5  |normal      2.687027e+06    0.00  2.687027e+06   -0.00  -0.00   1.39       32  |normal      2.687027e+06    0.00  2.687027e+06   -0.00  -0.00   0.25       34  |normal      2.687027e+06    0.00  2.687027e+06   -0.00  -0.00   0.11        0  |normal      2.687022e+06    0.00  2.687022e+06   -0.00   0.00   1.21       88  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00   0.15       --  |normal      2.687027e+06    0.00  2.687027e+06   -0.00   0.00  16.05       --  |normal      2.685658e+06    0.05  2.687027e+06    0.00   0.05   0.95      271  |normal      2.686878e+06    0.01  2.687027e+06    0.00   0.01   0.95       67  |normal      2.686773e+06    0.01  2.687027e+06    0.00   0.01   7.64      249  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.17        0  |normal      2.687027e+06   -0.00  2.687027e+06    0.00   0.00   0.03        0  |normal      2.687027e+06    0.00  2.687027e+06   -0.00  -0.00   0.74       --  |normal               inf     inf           inf     inf   0.00   0.09       -- !|normal      2.686773e+06    0.01  2.687027e+06   -0.00   0.01   0.70      161  |normal      2.685296e+06    0.06  2.687027e+06    0.00   0.06   0.33        1  |normal      2.687027e+06    0.00  2.687027e+06    0.00   0.00   0.15        0  |
batchdes                 20     9    20 min  1.674277e+05  1.674277e+05  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.21       --  |normal      1.672602e+05    0.10  1.674277e+05    0.00   0.10   0.01        0  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.01       --  |normal      1.672604e+05    0.10  1.674277e+05   -0.00   0.10   0.07        1  |normal      1.674277e+05    0.00  1.674277e+05   -0.00  -0.00   0.06        0  |normal      1.674277e+05    0.00  1.674277e+05   -0.00  -0.00   0.05        0  |normal      1.674277e+05    0.00  1.674277e+05   -0.00  -0.00   0.01        0  |normal      1.674277e+05    0.00  1.674277e+05   -0.00   0.00   0.04        2  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.03       --  |normal      1.674276e+05    0.00  1.674276e+05   -0.00   0.00   2.47       --  |normal      1.674277e+05   -0.00  1.674277e+05   -0.00  -0.00   0.03       13  |normal      1.674277e+05    0.00  1.674277e+05   -0.00   0.00   0.03        5  |normal      1.674278e+05   -0.00  1.674278e+05    0.00   0.00   0.26        6  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.01        0  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.01        0  |normal      1.674277e+05    0.00  1.674276e+05   -0.00  -0.00   0.03       --  |normal      1.674277e+05   -0.00  1.674276e+05   -0.00  -0.00   0.03       --  |normal      1.674277e+05   -0.00  1.674277e+05    0.00   0.00   0.22       12  |normal      1.674222e+05    0.00  1.674277e+05    0.00   0.00   0.09        1  |normal      1.674277e+05    0.00  1.674277e+05    0.00   0.00   0.05        0  |
batchs101006m           279   129  1020 min  7.694404e+05  7.694404e+05  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00  10.48       --  |normal      7.686710e+05    0.10  7.694404e+05   -0.00   0.10   6.61        0  |normal      7.687194e+05    0.09  7.694404e+05    0.00   0.09   0.42       --  |normal      7.686717e+05    0.10  7.694404e+05   -0.00   0.10   5.09       63  |normal      7.688123e+05    0.08  7.694404e+05   -0.00   0.08  11.35      401  |normal      7.688276e+05    0.08  7.694404e+05   -0.00   0.08   4.95     1501  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.46        0  |normal      7.694376e+05    0.00  7.694376e+05   -0.00   0.00  23.37     1260  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.62       --  |normal      7.687047e+05    0.10  7.694404e+05   -0.00   0.10  54.52       --  |normal      7.686733e+05    0.10  7.694404e+05   -0.00   0.10 256.29    36435  |normal      7.686827e+05    0.10  7.694404e+05   -0.00   0.10  46.64     2775  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00 199.99     2789  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   7.13        0  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   1.41        0  |normal      7.693640e+05    0.01  7.694404e+05   -0.00   0.01   4.93       --  |normal      7.694404e+05    0.00  7.694404e+05   -0.00  -0.00   1.80       --  |normal      7.686769e+05    0.10  7.694404e+05   -0.00   0.10  64.68     5644  |normal      7.694404e+05    0.00  7.694404e+05   -0.00   0.00   5.14      349  |normal      7.694402e+05    0.00  7.694404e+05   -0.00   0.00   1.27      420  |
batchs121208m           407   203  1512 min  1.241126e+06  1.241126e+06  |normal      1.241125e+06    0.00  1.241126e+06    0.00   0.00  49.97       --  |normal      1.239884e+06    0.10  1.241126e+06    0.00   0.10   3.09        0  |normal      1.240088e+06    0.08  1.241126e+06    0.00   0.08   0.50       --  |normal      1.239886e+06    0.10  1.241126e+06    0.00   0.10  15.88      165  |normal      1.240827e+06    0.02  1.241126e+06   -0.00   0.02  25.56      601  |normal      1.240375e+06    0.06  1.241126e+06   -0.00   0.06  19.18     3301  |normal      1.241126e+06    0.00  1.241126e+06   -0.00   0.00   1.35        0  |normal      1.241125e+06    0.00  1.241125e+06   -0.00   0.00  60.77     2773  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   2.18       --  |normal      1.240774e+06    0.03  1.241125e+06   -0.00   0.03 180.32       --  |normal      1.239897e+06    0.10  1.241126e+06   -0.00   0.10  83.81     7011  |normal      1.241046e+06    0.01  1.241126e+06   -0.00   0.01 242.08     6788  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00 186.18     1925  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00  37.92        0  |normal      1.241126e+06   -0.00  1.241126e+06    0.00   0.00   3.02        0  |normal      1.241030e+06    0.01  1.241125e+06   -0.00   0.01  12.53       --  |normal               inf     inf           inf     inf   0.00   0.44       -- !|normal      1.240570e+06    0.04  1.241126e+06    0.00   0.04 116.08     7445  |normal      1.241126e+06    0.00  1.241126e+06   -0.00   0.00  10.60      622  |normal      1.241124e+06    0.00  1.241126e+06    0.00   0.00   2.32     1373  |
batchs151208m           446   203  1782 min  1.543472e+06  1.543472e+06  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00 280.67       --  |normal      1.542875e+06    0.04  1.544419e+06    0.06   0.10   5.36        0  |normal      1.541931e+06    0.10  1.543472e+06    0.00   0.10   1.52       --  |normal      1.541930e+06    0.10  1.543472e+06   -0.00   0.10  49.67      297  |normal      1.542069e+06    0.09  1.543472e+06   -0.00   0.09  70.59     1585  |normal      1.542041e+06    0.09  1.543472e+06   -0.00   0.09  25.52     4801  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   3.22        0  |normal      1.543463e+06    0.00  1.543463e+06   -0.00   0.00 115.35     5101  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   4.73       --  |normal      1.542047e+06    0.09  1.543472e+06   -0.00   0.09 461.63       --  |timelim     1.529668e+06    0.90  1.784243e+06   15.60  16.64 900.20    44817  |normal      1.543470e+06    0.00  1.543472e+06   -0.00   0.00 304.55     7620  |normal      1.543460e+06    0.00  1.543472e+06   -0.00   0.00 425.59     4364  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00  27.98        0  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   4.62        0  |normal      1.543472e+06    0.00  1.543472e+06   -0.00  -0.00   9.94       --  |normal               inf     inf           inf     inf   0.00   0.52       -- !|normal      1.542882e+06    0.04  1.544419e+06    0.06   0.10  57.19     3654  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00  13.93     1196  |normal      1.543472e+06    0.00  1.543472e+06   -0.00   0.00   3.10     2110  |
batchs201210m           559   251  2328 min  2.295349e+06  2.295349e+06  |normal      2.295349e+06    0.00  2.295349e+06   -0.00  -0.00  38.41       --  |normal      2.293053e+06    0.10  2.295349e+06   -0.00   0.10  28.08        0  |normal      2.293061e+06    0.10  2.295349e+06   -0.00   0.10   1.73       --  |normal      2.293056e+06    0.10  2.295349e+06   -0.00   0.10 206.58     1499  |normal      2.293464e+06    0.08  2.295585e+06    0.01   0.09  85.51     1201  |normal      2.293243e+06    0.09  2.295349e+06   -0.00   0.09  45.78     4401  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   3.34        0  |normal      2.293348e+06    0.09  2.295329e+06   -0.00   0.09 204.80     6690  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.27       --  |timelim     2.293211e+06    0.09  2.527313e+06   10.11  10.21 900.62       --  |timelim     2.275477e+06    0.87  2.527313e+06   10.11  11.07 900.05    30738  |normal      2.294082e+06    0.06  2.295585e+06    0.01   0.07 517.69     7756  |normal      2.293760e+06    0.07  2.295585e+06    0.01   0.08 510.22     4277  |normal      2.293451e+06    0.08  2.295349e+06   -0.00   0.08 118.27        0  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.93        0  |normal      2.295137e+06    0.01  2.295349e+06   -0.00   0.01  13.96       --  |normal               inf     inf           inf     inf   0.00   0.73       -- !|normal      2.293598e+06    0.08  2.295891e+06    0.02   0.10 148.05     9170  |normal      2.293928e+06    0.06  2.295349e+06   -0.00   0.06  17.07     1680  |normal      2.295349e+06    0.00  2.295349e+06   -0.00   0.00   4.57     4608  |
