                            Scb2804m    boaos     scip  virt. best  virt. worst
ball_mk3_10                 0.047933  900.013    0.005    0.005000   900.013000
ball_mk3_20                 0.050140  900.017    0.005    0.005000   900.017000
ball_mk3_30                 0.054273  900.026    0.005    0.005000   900.026000
ball_mk4_05               900.008523  900.009    1.497    1.497000   900.009000
ball_mk4_10               900.002167  900.063  900.001  900.001000   900.063000
ball_mk4_15               900.012064  900.115  900.001  900.001000   900.115000
batchs101006m              13.461773  575.149    8.440    8.440000   575.149000
batchs121208m              63.037084  821.378   13.948   13.948000   821.378000
batchs151208m             165.747113  901.144   16.569   16.569000   901.144000
batchs201210m              22.143435  902.174   16.594   16.594000   902.174000
clay0204h                  11.191754    8.270    1.753    1.753000    11.191754
clay0205hfsg               22.553909  357.735   13.523   13.523000   357.735000
clay0205h                  39.051064  327.451   11.521   11.521000   327.451000
clay0205m                  23.908938   72.723    4.970    4.970000    72.723000
clay0303hfsg               11.609850    2.117    1.004    1.004000    11.609850
clay0303h                  11.419220    4.068    2.338    2.338000    11.419220
clay0304h                  44.333003  141.684    2.226    2.226000   141.684000
clay0304m                  18.096870   72.203    1.345    1.345000    72.203000
clay0305hfsg               31.190857  418.572   17.793   17.793000   418.572000
clay0305m                  37.524138  298.699    7.422    7.422000   298.699000
color_lab2_4x0            900.458051  899.814  901.133  899.814000   901.133000
cvxnonsep_normcon20         0.118923   86.547    1.843    0.118923    86.547000
cvxnonsep_nsig20            0.135821    6.460   78.695    0.135821    78.695000
cvxnonsep_nsig30            0.150188  308.507  900.002    0.150188   900.002000
cvxnonsep_nsig40            0.177757  900.033  900.001    0.177757   900.033000
cvxnonsep_pcon30            0.467126   85.724    9.703    0.467126    85.724000
cvxnonsep_pcon40            0.512846  176.133   33.356    0.512846   176.133000
cvxnonsep_psig20            0.180806   14.078    7.017    0.180806    14.078000
cvxnonsep_psig30            0.152839  494.375  900.001    0.152839   900.001000
cvxnonsep_psig40            0.215856  900.008  900.001    0.215856   900.008000
du-opt5                    24.578008    2.810    0.810    0.810000    24.578008
du-opt                     54.419172    5.699    2.617    2.617000    54.419172
flay04h                    14.724339   65.786    6.559    6.559000    65.786000
flay05h                   143.243686  900.773  266.143  143.243686   900.773000
flay05m                    65.954773  900.274   76.598   65.954773   900.274000
flay06h                   900.041880  903.118  900.001  900.001000   903.118000
flay06m                   900.050671  906.974  900.002  900.002000   906.974000
fo7_2                      27.951172  900.246   45.712   27.951172   900.246000
fo7_ar25_1                 86.139586  903.634   29.684   29.684000   903.634000
fo7_ar2_1                  61.752897  900.341   40.287   40.287000   900.341000
fo7_ar3_1                  44.202817  903.542   43.561   43.561000   903.542000
fo7_ar4_1                  63.838910  902.656   37.231   37.231000   902.656000
fo7_ar5_1                  23.374956  903.439   17.866   17.866000   903.439000
fo7                       141.365267  903.000   74.108   74.108000   903.000000
fo8_ar25_1                594.177615  902.801  220.908  220.908000   902.801000
fo8_ar2_1                 470.766514  904.264  314.908  314.908000   904.264000
fo8_ar3_1                 273.974374  903.629   60.539   60.539000   903.629000
fo8_ar4_1                  67.507108  903.157   32.095   32.095000   903.157000
fo8_ar5_1                 232.009780  904.560   94.561   94.561000   904.560000
fo8                       161.953965  906.352  143.521  143.521000   906.352000
fo9_ar25_1                758.599329  910.000  900.003  758.599329   910.000000
fo9_ar2_1                 766.229679  907.725  900.001  766.229679   907.725000
fo9_ar3_1                 624.100729  910.000  230.012  230.012000   910.000000
fo9_ar4_1                 422.831201  910.000  163.265  163.265000   910.000000
fo9_ar5_1                 851.658480  910.000  900.001  851.658480   910.000000
fo9                       691.809475  904.018  351.116  351.116000   904.018000
ibs2                      910.000000  904.432  900.000  900.000000   910.000000
m6                          2.717339   10.773    1.581    1.581000    10.773000
m7_ar25_1                   2.036395   58.310    1.644    1.644000    58.310000
m7_ar2_1                    9.693750   85.856    9.141    9.141000    85.856000
m7_ar3_1                    8.368437  235.147    8.633    8.368437   235.147000
m7_ar4_1                    2.756892   92.926    2.554    2.554000    92.926000
m7_ar5_1                   14.385842  334.864    6.876    6.876000   334.864000
m7                          5.804223  149.739    4.823    4.823000   149.739000
meanvar-orl400_05_e_8     900.904797  897.931  108.436  108.436000   900.904797
netmod_dol2               104.381199  898.707   33.224   33.224000   898.707000
no7_ar25_1                205.424734  903.874   54.698   54.698000   903.874000
no7_ar2_1                 172.374123  903.711   38.651   38.651000   903.711000
no7_ar3_1                 685.818959  903.533  135.271  135.271000   903.533000
no7_ar4_1                 172.297535  905.087  133.435  133.435000   905.087000
no7_ar5_1                 135.481654  906.075   98.730   98.730000   906.075000
o7_2                      657.629906  906.286  900.001  657.629906   906.286000
o7_ar25_1                 671.138970  903.578  647.413  647.413000   903.578000
o7_ar2_1                  609.511730  903.878  244.762  244.762000   903.878000
o7_ar3_1                  638.863863  904.573  748.033  638.863863   904.573000
o7_ar4_1                  732.755148  904.215  900.003  732.755148   904.215000
o7_ar5_1                  668.857125  904.462  900.001  668.857125   904.462000
o7                        637.279496  906.826  900.003  637.279496   906.826000
o8_ar4_1                  742.025415  905.647  900.003  742.025415   905.647000
o9_ar4_1                  886.078618  910.000  900.002  886.078618   910.000000
rsyn0805m02m               66.822682  210.470   12.153   12.153000   210.470000
rsyn0805m04m              121.846267  704.581   10.483   10.483000   704.581000
rsyn0810m02m               66.570361  501.409   10.198   10.198000   501.409000
rsyn0810m03h               10.653456    6.478    4.593    4.593000    10.653456
rsyn0815m03hfsg             6.651299   10.503    4.768    4.768000    10.503000
rsyn0815m03h                4.442801   13.242    5.927    4.442801    13.242000
rsyn0820m03hfsg             4.914113   19.387    2.271    2.271000    19.387000
rsyn0820m04hfsg            13.830996   10.919    2.760    2.760000    13.830996
rsyn0820m04h               15.001619   12.218    2.490    2.490000    15.001619
rsyn0830m03hfsg            11.182345    4.956    1.702    1.702000    11.182345
rsyn0830m03h               10.400476    4.479    2.589    2.589000    10.400476
rsyn0830m04hfsg            11.816000   12.971    4.472    4.472000    12.971000
rsyn0830m04h               14.436629    6.784    2.576    2.576000    14.436629
rsyn0830m                   8.773742   73.996    0.956    0.956000    73.996000
rsyn0840m03hfsg            11.939810    4.132    1.663    1.663000    11.939810
rsyn0840m03h               13.748848    9.509    2.383    2.383000    13.748848
rsyn0840m04hfsg            25.963768    7.452    1.822    1.822000    25.963768
rsyn0840m04h               25.427493   11.423    2.047    2.047000    25.427493
rsyn0840m                   4.602990  117.690    1.301    1.301000   117.690000
slay05h                     2.913116   10.264    1.769    1.769000    10.264000
slay06h                     3.480383  538.513    7.880    3.480383   538.513000
slay07m                     3.094238  145.037    2.427    2.427000   145.037000
slay08m                     4.346609  127.647    5.261    4.346609   127.647000
slay09m                     6.010396  901.487    9.054    6.010396   901.487000
smallinvDAXr1b010-011       1.253182   16.740    0.230    0.230000    16.740000
smallinvDAXr1b020-022       1.002336   49.730    0.224    0.224000    49.730000
smallinvDAXr1b050-055       1.901571   37.853    0.208    0.208000    37.853000
smallinvDAXr1b100-110       0.535899  119.206    0.096    0.096000   119.206000
smallinvDAXr1b150-165       0.361866  123.464    0.103    0.103000   123.464000
smallinvDAXr1b200-220       0.314306  104.270    0.096    0.096000   104.270000
smallinvDAXr2b010-011       1.427946   14.225    0.228    0.228000    14.225000
smallinvDAXr2b020-022       1.151658   35.566    0.224    0.224000    35.566000
smallinvDAXr2b050-055       1.550781   82.372    0.208    0.208000    82.372000
