                              Scb2804m    boaos     scip  virt. best  virt. worst
alan                          0.292261    0.019    0.101    0.019000     0.292261
ball_mk2_10                 910.000000  294.358    0.005    0.005000   910.000000
ball_mk2_30                 910.000000  900.024    0.005    0.005000   910.000000
ball_mk3_10                   0.047933  900.013    0.005    0.005000   900.013000
ball_mk3_20                   0.050140  900.017    0.005    0.005000   900.017000
ball_mk3_30                   0.054273  900.026    0.005    0.005000   900.026000
ball_mk4_05                 900.008523  900.009    1.497    1.497000   900.009000
ball_mk4_10                 900.002167  900.063  900.001  900.001000   900.063000
ball_mk4_15                 900.012064  900.115  900.001  900.001000   900.115000
batch0812                     1.363809    0.366    0.917    0.366000     1.363809
batchdes                      0.084688    0.006    0.110    0.006000     0.110000
batchs101006m                13.461773  575.149    8.440    8.440000   575.149000
batchs121208m                63.037084  821.378   13.948   13.948000   821.378000
batchs151208m               165.747113  901.144   16.569   16.569000   901.144000
batchs201210m                22.143435  902.174   16.594   16.594000   902.174000
batch                         0.470854    0.066    0.623    0.066000     0.623000
clay0203hfsg                  1.840441    1.449    0.857    0.857000     1.840441
clay0203h                     4.906129    1.741    0.997    0.997000     4.906129
clay0203m                     1.605796    0.870    0.610    0.610000     1.605796
clay0204hfsg                  6.531176    5.309    3.145    3.145000     6.531176
clay0204h                    11.191754    8.270    1.753    1.753000    11.191754
clay0204m                     8.116406    2.241    1.294    1.294000     8.116406
clay0205hfsg                 22.553909  357.735   13.523   13.523000   357.735000
clay0205h                    39.051064  327.451   11.521   11.521000   327.451000
clay0205m                    23.908938   72.723    4.970    4.970000    72.723000
clay0303hfsg                 11.609850    2.117    1.004    1.004000    11.609850
clay0303h                    11.419220    4.068    2.338    2.338000    11.419220
clay0303m                     2.217859    1.807    0.622    0.622000     2.217859
clay0304hfsg                910.000000   82.735    2.158    2.158000   910.000000
clay0304h                    44.333003  141.684    2.226    2.226000   141.684000
clay0304m                    18.096870   72.203    1.345    1.345000    72.203000
clay0305hfsg                 31.190857  418.572   17.793   17.793000   418.572000
clay0305h                    58.813790  910.000   11.049   11.049000   910.000000
clay0305m                    37.524138  298.699    7.422    7.422000   298.699000
color_lab2_4x0              900.458051  899.814  901.133  899.814000   901.133000
color_lab6b_4x20            900.151092  910.000  900.028  900.028000   910.000000
cvxnonsep_normcon20r          0.214756    0.086    0.302    0.086000     0.302000
cvxnonsep_normcon20           0.118923   86.547    1.843    0.118923    86.547000
cvxnonsep_normcon30r          0.192473    0.134    0.375    0.134000     0.375000
cvxnonsep_normcon30           0.157695  910.000   30.352    0.157695   910.000000
cvxnonsep_normcon40r          0.234663    0.042    0.441    0.042000     0.441000
cvxnonsep_normcon40           0.157404  910.000  900.001    0.157404   910.000000
cvxnonsep_nsig20r             0.172560    0.064    0.115    0.064000     0.172560
cvxnonsep_nsig20              0.135821    6.460   78.695    0.135821    78.695000
cvxnonsep_nsig30r           910.000000    0.110    0.312    0.110000   910.000000
cvxnonsep_nsig30              0.150188  308.507  900.002    0.150188   900.002000
cvxnonsep_nsig40r             0.323479    0.148    0.333    0.148000     0.333000
cvxnonsep_nsig40              0.177757  900.033  900.001    0.177757   900.033000
cvxnonsep_pcon20r             0.517646    0.071    0.194    0.071000     0.517646
cvxnonsep_pcon20              0.251696    1.668    1.781    0.251696     1.781000
cvxnonsep_pcon30r             1.541388    0.201    0.531    0.201000     1.541388
cvxnonsep_pcon30              0.467126   85.724    9.703    0.467126    85.724000
cvxnonsep_pcon40r             1.902631    0.123    0.766    0.123000     1.902631
cvxnonsep_pcon40              0.512846  176.133   33.356    0.512846   176.133000
cvxnonsep_psig20r             0.169134    0.049    0.092    0.049000     0.169134
cvxnonsep_psig20              0.180806   14.078    7.017    0.180806    14.078000
cvxnonsep_psig30r             0.315281    0.056    0.141    0.056000     0.315281
cvxnonsep_psig30              0.152839  494.375  900.001    0.152839   900.001000
cvxnonsep_psig40r             0.160306    0.513    0.352    0.160306     0.513000
cvxnonsep_psig40              0.215856  900.008  900.001    0.215856   900.008000
du-opt5                      24.578008    2.810    0.810    0.810000    24.578008
du-opt                       54.419172    5.699    2.617    2.617000    54.419172
enpro48pb                     5.924969    1.326    3.822    1.326000     5.924969
enpro56pb                     5.584007    1.613    4.203    1.613000     5.584007
ex1223a                       0.058890    0.005    0.019    0.005000     0.058890
ex1223b                       0.076148    0.032    0.165    0.032000     0.165000
ex1223                        0.082944    0.038    0.164    0.038000     0.164000
ex4                           1.619114    0.420    2.131    0.420000     2.131000
fac1                          0.126228    0.027    0.056    0.027000     0.126228
fac2                          0.187736    0.176    0.517    0.176000     0.517000
fac3                          1.129840    0.114    0.625    0.114000     1.129840
flay02h                       0.212800    0.068    1.162    0.068000     1.162000
flay02m                       0.190933    0.020    0.476    0.020000     0.476000
flay03h                       3.730739    1.393    1.222    1.222000     3.730739
flay03m                       1.976305    0.383    0.728    0.383000     1.976305
flay04h                      14.724339   65.786    6.559    6.559000    65.786000
flay04m                       9.722793    8.464    3.054    3.054000     9.722793
flay05h                     143.243686  900.773  266.143  143.243686   900.773000
flay05m                      65.954773  900.274   76.598   65.954773   900.274000
flay06h                     900.041880  903.118  900.001  900.001000   903.118000
flay06m                     900.050671  906.974  900.002  900.002000   906.974000
fo7_2                        27.951172  900.246   45.712   27.951172   900.246000
fo7_ar25_1                   86.139586  903.634   29.684   29.684000   903.634000
fo7_ar2_1                    61.752897  900.341   40.287   40.287000   900.341000
fo7_ar3_1                    44.202817  903.542   43.561   43.561000   903.542000
fo7_ar4_1                    63.838910  902.656   37.231   37.231000   902.656000
fo7_ar5_1                    23.374956  903.439   17.866   17.866000   903.439000
fo7                         141.365267  903.000   74.108   74.108000   903.000000
fo8_ar25_1                  594.177615  902.801  220.908  220.908000   902.801000
fo8_ar2_1                   470.766514  904.264  314.908  314.908000   904.264000
fo8_ar3_1                   273.974374  903.629   60.539   60.539000   903.629000
fo8_ar4_1                    67.507108  903.157   32.095   32.095000   903.157000
fo8_ar5_1                   232.009780  904.560   94.561   94.561000   904.560000
fo8                         161.953965  906.352  143.521  143.521000   906.352000
fo9_ar25_1                  758.599329  910.000  900.003  758.599329   910.000000
fo9_ar2_1                   766.229679  907.725  900.001  766.229679   907.725000
