                                  Instance                                   |                                 SHOTcbc1910@1                                  |                                 SHOTcpx1910@1                                  |                                 SHOTgur2310@1                                  |                                  antigoneNC@0                                  |                                   baronNC@0                                    |                                 couenneNCcbc@0                                 |                                    gurobi@1                                    |                                   lglobal@0                                    |                                 scipNCsoplex@1                                 |
name                      #Vars #Disc #Equs Dir    Dual bound  Primal bound I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|TermStatus    Dual bound DualGap  Primal bound PrimGap Gap[%] Time[s]    Nodes I|
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
4stufen                     150    48    99 min  1.061338e+05  1.163297e+05  |normal      1.061309e+04      --            --      --     --   18.97        0  |normal      1.061309e+04      --            --      --     --    0.42       12  |iterlim     9.684458e+04      --           inf      --    inf    1.54     4495  |normal              -inf      --          -inf      --   0.00    1.00        1 !|timelim     1.185993e+04      --  1.178351e+05      -- 893.56  900.00    66242  |timelim     1.018598e+05      --  1.229493e+05      --  20.70  901.72     5983  |--                    --      --            --      --     --      --       -- !|timelim     1.603876e+04      --  1.163701e+05      -- 625.56  900.07    52108  |timelim     1.181201e+04      --           inf      --    inf  900.00       70  |
autocorr_bern20-03           21    20     1 min -7.200000e+01 -7.200000e+01  |normal     -7.200000e+01    0.00 -7.200000e+01    0.00   0.00    0.06        0  |normal     -7.200000e+01    0.00 -7.200000e+01    0.00   0.00    0.08        0  |normal     -7.200000e+01    0.00 -7.200000e+01    0.00   0.00    0.08        0  |normal     -7.207200e+01    0.10 -7.200000e+01    0.00   0.10    0.00        0  |normal     -7.207207e+01    0.10 -7.200000e+01    0.00   0.10    0.05        1  |normal     -7.200000e+01    0.00 -7.200000e+01   -0.00   0.00    0.02        0  |normal     -7.200000e+01    0.00 -7.200000e+01    0.00   0.00    0.05        0  |normal     -7.200000e+01    0.00 -7.200000e+01    0.00   0.00    0.00        0  |normal     -7.200000e+01    0.00 -7.200000e+01    0.00   0.00    0.00        1  |
autocorr_bern20-05           21    20     1 min -4.160000e+02 -4.160000e+02  |normal     -4.160000e+02    0.00 -4.160000e+02    0.00   0.00    7.67     1278  |normal     -4.160000e+02    0.00 -4.160000e+02    0.00   0.00    2.49     1558  |normal     -4.160000e+02    0.00 -4.160000e+02    0.00   0.00    1.45        0  |normal     -4.164160e+02    0.10 -4.160000e+02    0.00   0.10    1.00        0  |normal     -4.164164e+02    0.10 -4.160000e+02    0.00   0.10    1.38        1  |normal     -4.160000e+02    0.00 -4.160000e+02   -0.00   0.00   71.56    75952  |--                    --     inf            --     inf     --      --       -- !|normal     -4.160000e+02    0.00 -4.160000e+02    0.00   0.00   18.21        0  |normal     -4.160000e+02    0.00 -4.160000e+02    0.00   0.00   35.62    31298  |
autocorr_bern20-10           21    20     1 min -2.936000e+03 -2.936000e+03  |normal     -2.936000e+03    0.00 -2.936000e+03    0.00   0.00  116.80     5424  |normal     -2.936000e+03    0.00 -2.936000e+03    0.00   0.00   81.39     8711  |normal     -2.936000e+03    0.00 -2.936000e+03    0.00   0.00   17.13     5485  |normal     -2.938936e+03    0.10 -2.936000e+03    0.00   0.10   15.00        0  |normal     -2.938939e+03    0.10 -2.936000e+03    0.00   0.10  216.95      637  |normal     -2.936000e+03    0.00 -2.936000e+03    0.00   0.00  243.66    62870  |--                    --     inf            --     inf     --      --       -- !|normal     -2.936000e+03    0.00 -2.936000e+03    0.00   0.00  444.31        0  |normal     -2.936000e+03    0.00 -2.936000e+03    0.00   0.00  453.03   172461  |
autocorr_bern20-15           21    20     1 min -5.960000e+03 -5.960000e+03  |iterlim    -3.153852e+04  429.17 -5.960000e+03    0.00 429.17  298.54     5005  |normal     -5.960000e+03    0.00 -5.960000e+03    0.00   0.00  315.12   124401  |normal     -5.960000e+03    0.00 -5.960000e+03    0.00   0.00  159.76     4481  |normal     -5.965960e+03    0.10 -5.960000e+03    0.00   0.10   91.00        0  |timelim    -7.360000e+03   23.49 -5.960000e+03    0.00  23.49  900.00     3616  |normal     -5.964000e+03    0.07 -5.960000e+03    0.00   0.07  563.64    72401  |--                    --     inf            --     inf     --      --       -- !|timelim    -1.827253e+04  206.59 -5.960000e+03    0.00 206.59  900.02        0  |timelim    -9.962667e+03   67.16 -5.960000e+03    0.00  67.16  900.00   136812  |
autocorr_bern25-03           26    25     1 min -9.200000e+01 -9.200000e+01  |normal     -9.200000e+01    0.00 -9.200000e+01    0.00   0.00    0.07        0  |normal     -9.200000e+01    0.00 -9.200000e+01    0.00   0.00    0.07        0  |normal     -9.200000e+01    0.00 -9.200000e+01    0.00   0.00    0.08        0  |normal     -9.209200e+01    0.10 -9.200000e+01    0.00   0.10    0.00        0  |normal     -9.209209e+01    0.10 -9.200000e+01    0.00   0.10    0.05        1  |normal     -9.200000e+01    0.00 -9.200000e+01   -0.00   0.00    0.02        0  |normal     -9.200000e+01    0.00 -9.200000e+01    0.00   0.00    0.01        0  |normal     -9.200000e+01    0.00 -9.200000e+01    0.00   0.00    0.00        0  |normal     -9.200000e+01    0.00 -9.200000e+01    0.00   0.00    0.01        1  |
autocorr_bern25-06           26    25     1 min -9.600000e+02 -9.600000e+02  |normal     -9.600000e+02    0.00 -9.600000e+02    0.00   0.00   92.49    27736  |normal     -9.600000e+02    0.00 -9.600000e+02    0.00   0.00  257.75      715  |normal     -9.600000e+02    0.00 -9.600000e+02    0.00   0.00   32.50      186  |normal     -9.609600e+02    0.10 -9.600000e+02    0.00   0.10   20.00        0  |normal     -9.609610e+02    0.10 -9.600000e+02    0.00   0.10   58.70       13  |timelim    -1.248000e+03   30.00 -9.600000e+02    0.00  30.00  900.90   388350  |--                    --     inf            --     inf     --      --       -- !|normal     -9.600000e+02    0.00 -9.600000e+02    0.00   0.00  354.75        0  |timelim    -1.616587e+03   68.39 -9.600000e+02    0.00  68.39  900.00   906582  |
autocorr_bern25-13           26    25     1 min -8.148000e+03 -8.148000e+03  |iterlim    -3.982565e+04  388.78 -8.148000e+03    0.00 388.78  448.17     7557  |timelim    -2.844133e+04  249.06 -8.148000e+03    0.00 249.06  900.04    35035  |timelim    -9.350667e+03   14.76 -8.148000e+03    0.00  14.76  900.02    19393  |timelim    -8.962667e+03   10.00 -8.148000e+03    0.00  10.00  900.00        0  |timelim    -1.530533e+04   87.84 -8.140000e+03    0.10  88.03  900.00     1474  |timelim    -1.293400e+04   58.74 -8.148000e+03    0.00  58.74  900.33    64278  |--                    --     inf            --     inf     --      --       -- !|timelim    -2.497600e+04  206.53 -8.036000e+03    1.39 210.80  900.03        0  |timelim    -3.176600e+04  289.86 -8.144000e+03    0.05 290.05  900.00    72046  |
